state+city+zip+pop+loc
CA+PINE VALLEY+91962+1801+[-116.512733, 32.835047]
CA+POTRERO+91963+638+[-116.603748, 32.620477]
CA+SPRING VALLEY+91977+52403+[-116.997644, 32.724014]
CA+SPRING VALLEY+91978+7601+[-116.959551, 32.732892]
CA+TECATE+91980+230+[-116.606397, 32.592205]
CA+BONSALL+92003+2910+[-117.18969, 33.294033]
CA+BORREGO SPRINGS+92004+2633+[-116.351394, 33.238649]
CA+CARDIFF BY THE S+92007+10236+[-117.274371, 33.025265]
CA+CARLSBAD+92008+35651+[-117.324998, 33.160241]
CA+CARLSBAD+92009+27019+[-117.261888, 33.095407]
CA+DEL MAR+92014+19885+[-117.237314, 32.971474]
CA+EL CAJON+92019+35425+[-116.919055, 32.777726]
CA+EL CAJON+92020+55176+[-116.966504, 32.792765]
CA+EL CAJON+92021+51773+[-116.922336, 32.817847]
CA+ENCINITAS+92024+45995+[-117.26891, 33.053469]
CA+ESCONDIDO+92025+39345+[-117.069987, 33.110117]
CA+ESCONDIDO+92026+37176+[-117.097808, 33.160513]
CA+ESCONDIDO+92027+39305+[-117.051966, 33.138824]
CA+FALLBROOK+92028+35232+[-117.228952, 33.369015]
CA+ESCONDIDO+92029+18174+[-117.112793, 33.089497]
CA+JULIAN+92036+2552+[-116.565812, 33.053355]
CA+LA JOLLA+92037+40399+[-117.25208, 32.845488]
CA+LAKESIDE+92040+41054+[-116.920089, 32.856181]
CA+OCEANSIDE+92054+61760+[-117.357294, 33.20723]
CA+MARINE CORP BASE+92055+13643+[-117.409452, 33.327929]
CA+OCEANSIDE+92056+40161+[-117.283089, 33.196784]
CA+OCEANSIDE+92057+33178+[-117.302484, 33.240654]
CA+PALA+92059+1064+[-117.071725, 33.377662]
CA+PAUMA VALLEY+92061+1929+[-116.959552, 33.306285]
CA+POWAY+92064+43490+[-117.040223, 32.975619]
CA+RAMONA+92065+27744+[-116.853548, 33.029349]
CA+RANCHITA+92066+389+[-116.539121, 33.24055]
CA+SAN LUIS REY+92068+9471+[-117.306403, 33.294367]
CA+SAN MARCOS+92069+45382+[-117.169716, 33.144386]
CA+SANTA YSABEL+92070+1263+[-116.69635, 33.147579]
CA+SANTEE+92071+52816+[-116.986154, 32.848636]
CA+SOLANA BEACH+92075+12259+[-117.2598, 32.993739]
CA+VALLEY CENTER+92082+13196+[-117.012232, 33.249046]
CA+VISTA+92083+50641+[-117.245854, 33.187296]
CA+VISTA+92084+38088+[-117.224285, 33.213118]
CA+WARNER SPRINGS+92086+780+[-116.721385, 33.303666]
CA+SAN DIEGO+92101+20265+[-117.159316, 32.71852]
CA+SAN DIEGO+92102+45265+[-117.121858, 32.713893]
CA+SAN DIEGO+92103+31123+[-117.163552, 32.746638]
CA+SAN DIEGO+92104+44032+[-117.127189, 32.745425]
CA+SAN DIEGO+92105+63344+[-117.094681, 32.7423]
CA+SAN DIEGO+92106+27640+[-117.226829, 32.72725]
CA+SAN DIEGO+92107+25913+[-117.243307, 32.742531]
CA+SAN DIEGO+92108+8860+[-117.133525, 32.778327]
CA+SAN DIEGO+92109+44804+[-117.240534, 32.796923]
CA+SAN DIEGO+92110+26787+[-117.202847, 32.763476]
CA+SAN DIEGO+92111+45487+[-117.17081, 32.797185]
CA+SAN DIEGO+92113+44741+[-117.115257, 32.697047]
CA+SAN DIEGO+92114+62258+[-117.05235, 32.705923]
CA+SAN DIEGO+92115+51418+[-117.072056, 32.760742]
CA+SAN DIEGO+92116+32279+[-117.124166, 32.762446]
CA+SAN DIEGO+92117+49737+[-117.196536, 32.823948]
CA+CORONADO+92118+16670+[-117.169823, 32.68069]
CA+SAN DIEGO+92119+24135+[-117.026065, 32.803587]
CA+SAN DIEGO+92120+25375+[-117.070708, 32.79581]
CA+SAN DIEGO+92121+2286+[-117.203503, 32.891894]
CA+SAN DIEGO+92122+30192+[-117.211507, 32.857736]
CA+SAN DIEGO+92123+23541+[-117.139248, 32.797297]
CA+SAN DIEGO+92124+29171+[-117.098613, 32.820113]
CA+SAN DIEGO+92126+56676+[-117.140227, 32.916136]
CA+SAN DIEGO+92127+11077+[-117.085596, 33.027854]
CA+SAN DIEGO+92128+30437+[-117.068982, 33.00666]
CA+SAN DIEGO+92129+43092+[-117.121308, 32.965185]
CA+SAN DIEGO+92130+12681+[-117.225201, 32.955533]
CA+SAN DIEGO+92131+16649+[-117.089758, 32.912343]
CA+SAN DIEGO+92135+8122+[-117.19202, 32.702482]
CA+SAN DIEGO+92136+11750+[-117.124678, 32.681585]
CA+SAN DIEGO+92139+35577+[-117.047375, 32.680611999999996]
CA+SAN DIEGO+92145+3089+[-117.116518, 32.870365]
CA+SAN DIEGO+92154+59925+[-117.070725, 32.575276]
CA+SAN DIEGO+92155+1570+[-117.160335, 32.676144]
CA+SAN YSIDRO+92173+30131+[-117.042976, 32.562567]
CA+CHIRIACO SUMMIT+92201+47118+[-116.235729, 33.721899]
CA+INDIAN WELLS+92210+2599+[-116.338129, 33.716334]
CA+BANNING+92220+22545+[-116.889928, 33.92816]
CA+BEAUMONT+92223+16176+[-116.970079, 33.950429]
CA+LOST LAKE+92225+13852+[-114.597131, 33.605715000000004]
CA+BRAWLEY+92227+20199+[-115.529613, 32.979181]
CA+CABAZON+92230+1697+[-116.773948, 33.908583]
CA+CALEXICO+92231+22345+[-115.502815, 32.683227]
CA+CALIPATRIA+92233+4847+[-115.511402, 33.166956]
CA+CATHEDRAL CITY+92234+29640+[-116.466497, 33.809839]
CA+COACHELLA+92236+17147+[-116.177231, 33.674965]
CA+EAGLE MOUNTAIN+92239+4499+[-115.052603, 33.604941]
CA+DESERT HOT SPRIN+92240+686+[-116.366222, 33.904973]
CA+BIG RIVER+92242+976+[-114.33928, 34.149142]
CA+EL CENTRO+92243+39246+[-115.566508, 32.789332]
CA+HEBER+92249+206+[-115.428281, 32.698918]
CA+HOLTVILLE+92250+7060+[-115.377456, 32.810387]
CA+IMPERIAL+92251+6092+[-115.572984, 32.846954]
CA+JOSHUA TREE+92252+8227+[-116.303763, 34.150163]
CA+LA QUINTA+92253+9392+[-116.308081, 33.668474]
CA+MORONGO VALLEY+92256+2721+[-116.565641, 34.060646]
CA+NILAND+92257+875+[-115.696455, 33.378373]
CA+PALM CITY+92260+31975+[-116.366442, 33.730842]
CA+PALM SPRINGS+92262+22808+[-116.53466, 33.841406]
CA+PALM SPRINGS+92264+18733+[-116.516958, 33.801828]
CA+PARKER DAM+92267+141+[-114.155969, 34.297977]
CA+RANCHO MIRAGE+92270+9737+[-116.422451, 33.764284]
CA+BLYTHE+92272+18605+[-116.495855, 33.951256]
CA+SALTON CITY+92274+19112+[-116.11584, 33.543418]
CA+THOUSAND PALMS+92276+5557+[-116.371305, 33.808158]
CA+TWENTYNINE PALMS+92277+13371+[-116.060133, 34.145509]
CA+TWENTYNINE PALMS+92278+11412+[-116.06041, 34.237969]
CA+VIDAL+92280+40+[-114.565602, 34.156109]
CA+WESTMORLAND+92281+1902+[-115.630723, 33.041058]
CA+WHITE WATER+92282+420+[-116.693154, 33.927591]
CA+FELICITY+92283+3867+[-114.636634, 32.832921999999996]
CA+YUCCA VALLEY+92284+22131+[-116.431313, 34.155936]
CA+ADELANTO+92301+7176+[-117.424189, 34.584128]
CA+AMBOY+92304+29+[-115.774907, 34.599012]
CA+ANGELUS OAKS+92305+238+[-116.948482, 34.153149]
CA+APPLE VALLEY+92307+26066+[-117.2132, 34.529081]
CA+APPLE VALLEY+92308+24973+[-117.192684, 34.469814]
CA+BAKER+92309+606+[-116.063754, 35.360573]
CA+FORT IRWIN+92310+6735+[-116.644759, 35.40148]
CA+BARSTOW+92311+33076+[-117.038702, 34.89145]
CA+BIG BEAR CITY+92314+18959+[-116.920412, 34.242233]
CA+BLOOMINGTON+92316+22916+[-117.399295, 34.066198]
CA+CALIMESA+92320+6345+[-117.04304, 33.994586]
CA+GRAND TERRACE+92324+53822+[-117.318577, 34.057964]
CA+DAGGETT+92327+701+[-116.887555, 34.86677]
CA+DEATH VALLEY+92328+440+[-116.893682, 36.467165]
CA+ESSEX+92332+214+[-115.280344, 34.560626]
CA+FONTANA+92335+81255+[-117.455114, 34.079351]
CA+FONTANA+92336+27957+[-117.437759, 34.117276]
CA+LUDLOW+92338+383+[-116.386202, 34.901779]
CA+FOREST FALLS+92339+842+[-116.914147, 34.08805]
CA+HELENDALE+92342+3612+[-117.33666, 34.749859]
CA+HESPERIA+92345+52170+[-117.302527, 34.422215]
CA+EAST HIGHLAND+92346+37484+[-117.208717, 34.126969]
CA+HINKLEY+92347+1905+[-117.180867, 34.92788]
CA+KELSO+92351+30+[-115.577574, 34.9678]
CA+LOMA LINDA+92354+17855+[-117.251286, 34.052833]
CA+LUCERNE VALLEY+92356+4353+[-116.918857, 34.44695]
CA+LYTLE CREEK+92358+625+[-117.518613, 34.255755]
CA+MENTONE+92359+5832+[-117.112581, 34.077372]
CA+NEEDLES+92363+6316+[-114.587134, 34.782369]
CA+NIPTON+92364+390+[-115.481436, 35.46761]
CA+NEWBERRY SPRINGS+92365+4296+[-116.746373, 34.885001]
CA+ORO GRANDE+92368+852+[-117.332733, 34.617832]
CA+PHELAN+92371+13508+[-117.519604, 34.444901]
CA+PINON HILLS+92372+1741+[-117.640262, 34.442937]
CA+REDLANDS+92373+29784+[-117.180352, 34.039659]
CA+REDLANDS+92374+36952+[-117.167182, 34.064989]
CA+RIALTO+92376+75341+[-117.377133, 34.113155]
CA+SHOSHONE+92384+353+[-116.264476, 35.899239]
CA+TECOPA+92389+48+[-115.829824, 35.897925]
CA+SPRING VALLEY LA+92392+51968+[-117.319235, 34.503917]
CA+GEORGE AFB+92394+6815+[-117.363516, 34.577325]
CA+WRIGHTWOOD+92397+4148+[-117.6249, 34.362839]
CA+YUCAIPA+92399+33298+[-117.048925, 34.028197]
CA+SAN BERNARDINO+92401+1193+[-117.289753, 34.110521]
CA+SAN BERNARDINO+92404+50792+[-117.260572, 34.142577]
CA+MUSCOY+92405+35583+[-117.310765, 34.144101]
CA+SAN BERNARDINO+92407+44927+[-117.293697, 34.20928]
CA+SAN BERNARDINO+92408+13378+[-117.271059, 34.083127]
CA+SAN BERNARDINO+92409+1746+[-117.241291, 34.103685]
CA+SAN BERNARDINO+92410+42522+[-117.296789, 34.107729]
CA+SAN BERNARDINO+92411+22994+[-117.317158, 34.121414]
CA+RIVERSIDE+92501+18478+[-117.369421, 33.9924]
CA+RIVERSIDE+92503+55552+[-117.458862, 33.920808]
CA+RIVERSIDE+92504+45308+[-117.411948, 33.931458]
CA+RIVERSIDE+92505+37420+[-117.486687, 33.922769]
CA+RIVERSIDE+92506+37294+[-117.375696, 33.945485]
CA+RIVERSIDE+92507+45844+[-117.338874, 33.976086]
CA+RIVERSIDE+92508+13582+[-117.304264, 33.889676]
CA+RUBIDOUX+92509+52456+[-117.444896, 33.997355]
CA+LAKE ELSINORE+92530+34619+[-117.348535, 33.659816]
CA+LAKE ELSINORE+92532+6796+[-117.271278, 33.651662]
CA+AGUANGA+92536+2309+[-116.799693, 33.447306]
CA+ANZA+92539+1860+[-116.71355, 33.568812]
CA+HEMET+92543+26985+[-116.972974, 33.741613]
CA+HEMET+92544+34483+[-116.924306, 33.738978]
CA+HEMET+92545+19513+[-117.015078, 33.739857]
CA+HOMELAND+92548+4290+[-117.111845, 33.74528]
CA+IDYLLWILD+92549+3975+[-116.710665, 33.730433]
CA+MORENO VALLEY+92553+71314+[-117.235066, 33.915719]
CA+MORENO VALLEY+92555+9784+[-117.185105, 33.937659]
CA+MORENO VALLEY+92557+37853+[-117.245682, 33.955257]
CA+MOUNTAIN CENTER+92561+1896+[-116.581954, 33.531667]
CA+MURRIETA+92562+1988+[-117.273838, 33.563071]
CA+MURRIETA+92563+22649+[-117.178298, 33.56903]
CA+LAKEVIEW+92567+6480+[-117.118704, 33.807712]
CA+MEAD VALLEY+92570+31870+[-117.280005, 33.797535]
CA+PERRIS+92571+12436+[-117.217968, 33.810979]
CA+SAN JACINTO+92582+3233+[-116.981911, 33.788281]
CA+GILMAN HOT SPRIN+92583+15506+[-116.955201, 33.78604]
CA+MENIFEE+92584+8347+[-117.1743, 33.664744]
CA+ROMOLAND+92585+5231+[-117.171899, 33.744518]
CA+SUN CITY+92586+15225+[-117.196942, 33.704373]
CA+CANYON LAKE+92587+12522+[-117.252653, 33.688756]
CA+TEMECULA+92590+2128+[-117.182437, 33.490269]
CA+TEMECULA+92591+13480+[-117.128571, 33.521687]
CA+TEMECULA+92592+15567+[-117.095774, 33.498314]
CA+WILDOMAR+92595+4758+[-117.263953, 33.602115]
CA+WINCHESTER+92596+1195+[-117.088518, 33.624269]
CA+FOOTHILL RANCH+92610+3294+[-117.664995, 33.666822]
CA+BREA+92621+45577+[-117.886742, 33.922897]
CA+CAPISTRANO BEACH+92624+7498+[-117.662657, 33.459115]
CA+CORONA DEL MAR+92625+5166+[-117.874331, 33.602066]
CA+COSTA MESA+92626+45411+[-117.909623, 33.677711]
CA+COSTA MESA+92627+52357+[-117.917667, 33.647793]
CA+MONARCH BAY+92629+25618+[-117.700483, 33.476964]
CA+LAKE FOREST+92630+51666+[-117.68819, 33.640015]
CA+FULLERTON+92631+28902+[-117.89157, 33.880519]
CA+FULLERTON+92632+21680+[-117.928376, 33.865848]
CA+FULLERTON+92633+42033+[-117.961043, 33.873913]
CA+FULLERTON+92635+10531+[-117.927801, 33.901181]
CA+GARDEN GROVE+92640+43908+[-117.92906, 33.785826]
CA+GARDEN GROVE+92641+29308+[-117.975526, 33.786651]
CA+GARDEN GROVE+92643+39473+[-117.930193, 33.762641]
CA+GARDEN GROVE+92644+20467+[-117.96935, 33.765532]
CA+GARDEN GROVE+92645+16398+[-118.02639, 33.78324]
CA+HUNTINGTON BEACH+92646+57915+[-117.967771, 33.668448]
CA+HUNTINGTON BEACH+92647+56565+[-118.003035, 33.721018]
CA+HUNTINGTON BEACH+92648+34997+[-117.999012, 33.674577]
CA+HUNTINGTON BEACH+92649+34065+[-118.045142, 33.719111]
CA+LAGUNA NIGUEL+92651+20315+[-117.772351, 33.542927]
CA+LAGUNA HILLS+92653+45283+[-117.70854, 33.60028]
CA+MIDWAY CITY+92655+6224+[-117.983539, 33.744794]
CA+ALISO VIEJO+92656+16455+[-117.708906, 33.572367]
CA+NEWPORT BEACH+92657+8254+[-117.855317, 33.596382]
CA+NEWPORT BEACH+92660+25390+[-117.8757, 33.630027]
CA+NEWPORT BEACH+92661+6123+[-117.906237, 33.604429]
CA+NEWPORT BEACH+92662+3472+[-117.891732, 33.606459]
CA+NEWPORT BEACH+92663+19826+[-117.92788, 33.623084]
CA+ORANGE+92665+16566+[-117.844903, 33.83096]
CA+ORANGE+92666+13811+[-117.845461, 33.785258]
CA+VILLA PARK+92667+40937+[-117.828421, 33.81036]
CA+ORANGE+92668+20139+[-117.87532, 33.786481]
CA+ORANGE+92669+31583+[-117.800285, 33.791672]
CA+PLACENTIA+92670+47174+[-117.859837, 33.880323]
CA+SAN CLEMENTE+92672+46719+[-117.610139, 33.430808999999996]
CA+MISSION VIEJO+92675+28121+[-117.657409, 33.511714]
CA+LAGUNA NIGUEL+92677+40072+[-117.705154, 33.522871]
CA+COTO DE CAZA+92679+6067+[-117.577709, 33.634576]
CA+TUSTIN+92680+51150+[-117.819193, 33.73713]
CA+WESTMINSTER+92683+77965+[-117.991312, 33.752756]
CA+YORBA LINDA+92686+41141+[-117.799619, 33.888361]
CA+YORBA LINDA+92687+14429+[-117.731162, 33.88238]
CA+RANCHO SANTA MAR+92688+9489+[-117.588388, 33.651822]
CA+MISSION VIEJO+92691+48832+[-117.664119, 33.617155]
CA+MISSION VIEJO+92692+30777+[-117.64245, 33.610872]
CA+SANTA ANA+92701+63544+[-117.857665, 33.75016]
CA+SANTA ANA+92703+63104+[-117.899589, 33.746612999999996]
CA+SANTA ANA+92704+77151+[-117.904683, 33.726513]
CA+COWAN HEIGHTS+92705+37045+[-117.768902, 33.74866]
CA+SANTA ANA+92706+30673+[-117.881791, 33.764434]
CA+SANTA ANA HEIGHT+92707+56450+[-117.870346, 33.715938]
CA+FOUNTAIN VALLEY+92708+54803+[-117.952318, 33.710762]
CA+EL TORO MARINE C+92709+8078+[-117.715018, 33.681287]
CA+IRVINE+92714+60654+[-117.798928, 33.68764]
CA+IRVINE+92715+30690+[-117.821251, 33.650884]
CA+IRVINE+92718+1+[-117.711476, 33.658179]
CA+IRVINE+92720+23474+[-117.765533, 33.707495]
CA+ANAHEIM+92801+47392+[-117.954035, 33.842679]
CA+ANAHEIM+92802+36262+[-117.92219, 33.806909]
CA+ANAHEIM+92804+63622+[-117.974985, 33.81908]
CA+ANAHEIM+92805+55489+[-117.906263, 33.835332]
CA+ANAHEIM+92806+27945+[-117.875928, 33.837344]
CA+ANAHEIM+92807+35411+[-117.787657, 33.851583]
CA+ANAHEIM+92808+6206+[-117.748445, 33.857569]
CA+SAN BUENAVENTURA+93001+31453+[-119.28882, 34.290531]
CA+SAN BUENAVENTURA+93003+44627+[-119.2214, 34.270568]
CA+SAN BUENAVENTURA+93004+23430+[-119.168727, 34.278091]
CA+CAMARILLO+93010+40173+[-119.046361, 34.231328]
CA+CAMARILLO+93012+23489+[-118.986648, 34.22179]
CA+CARPINTERIA+93013+16591+[-119.518257, 34.403589]
CA+BARDSDALE+93015+15311+[-118.904071, 34.402557]
CA+MOORPARK+93021+27011+[-118.877139, 34.278421]
CA+OAK VIEW+93022+5611+[-119.298168, 34.402021]
CA+OJAI+93023+22778+[-119.256477, 34.44512]
CA+OXNARD+93030+66240+[-119.174952, 34.214142]
CA+OXNARD+93033+66043+[-119.171732, 34.168505]
CA+OXNARD+93035+23778+[-119.215975, 34.182177]
CA+PORT HUENEME+93041+17337+[-119.197317, 34.162572]
CA+POINT MUGU NAWC+93042+1707+[-119.09931, 34.123432]
CA+PORT HUENEME CBC+93043+3389+[-119.206008, 34.16212]
CA+SANTA PAULA+93060+28319+[-119.071328, 34.354718]
CA+SANTA SUSANA+93063+47637+[-118.699229, 34.279202]
CA+SIMI VALLEY+93065+55528+[-118.765349, 34.265589]
CA+SOMIS+93066+3025+[-119.011537, 34.279753]
CA+SUMMERLAND+93067+1330+[-119.596016, 34.424541]
CA+SANTA BARBARA+93101+29235+[-119.70782, 34.419668]
CA+SANTA BARBARA+93103+18199+[-119.683275, 34.429065]
CA+SANTA BARBARA+93105+23284+[-119.728538, 34.436915]
CA+MONTECITO+93108+12923+[-119.64255, 34.434258]
CA+SANTA BARBARA+93109+11089+[-119.7194, 34.403847999999996]
CA+SANTA BARBARA+93110+15352+[-119.764668, 34.441814]
CA+SANTA BARBARA+93111+17689+[-119.802509, 34.445262]
CA+GOLETA+93117+45988+[-119.861245, 34.429631]
CA+ARMONA+93202+752+[-119.705279, 36.309459]
CA+ARVIN+93203+10613+[-118.8336, 35.196629]
CA+AVENAL+93204+9882+[-120.122716, 35.987667]
CA+BODFISH+93205+1407+[-118.484656, 35.587046]
CA+BUTTONWILLOW+93206+1975+[-119.465926, 35.403268]
CA+CALIFORNIA HOT S+93207+436+[-118.646317, 35.892422]
CA+COALINGA+93210+9579+[-120.348928, 36.162435]
CA+CORCORAN+93212+16228+[-119.560665, 36.086455]
CA+CUYAMA+93214+808+[-119.661339, 34.933694]
CA+DELANO+93215+23803+[-119.24594, 35.771511]
CA+DI GIORGIO+93217+258+[-118.846755, 35.247604]
CA+EARLIMART+93219+11963+[-119.253406, 35.854195]
CA+EXETER+93221+11088+[-119.12928, 36.304055]
CA+FARMERSVILLE+93223+6432+[-119.205357, 36.300169]
CA+FELLOWS+93224+521+[-119.564757, 35.202579]
CA+FRAZIER PARK+93225+5257+[-119.035488, 34.826463]
CA+GLENNVILLE+93226+346+[-118.71693, 35.737677]
CA+HANFORD+93230+44686+[-119.649094, 36.331419]
CA+HURON+93234+7050+[-120.101964, 36.237144]
CA+IVANHOE+93235+3326+[-119.218884, 36.385622]
CA+KERNVILLE+93238+812+[-118.404723, 35.755005]
CA+KETTLEMAN CITY+93239+1762+[-119.964361, 36.021501]
CA+MOUNTAIN MESA+93240+6285+[-118.441256, 35.617889]
CA+LAMONT+93241+13471+[-118.912419, 35.257059]
CA+LATON+93242+2860+[-119.715565, 36.437834]
CA+GORMAN+93243+1103+[-118.879126, 34.828862]
CA+LEMONCOVE+93244+64+[-119.004986, 36.396084]
CA+LEMOORE NAVAL AI+93245+26170+[-119.831017, 36.309535]
CA+LINDSAY+93247+12983+[-119.088427, 36.209551]
CA+LOST HILLS+93249+2373+[-119.721573, 35.613111]
CA+MC FARLAND+93250+8494+[-119.227156, 35.675779]
CA+MC KITTRICK+93251+616+[-119.636627, 35.303097]
CA+MARICOPA+93252+1571+[-119.407661, 35.038353]
CA+NEW CUYAMA+93254+80+[-119.823806, 34.996709]
CA+ONYX+93255+380+[-118.190227, 35.713584]
CA+PIXLEY+93256+4768+[-119.256427, 35.955286]
CA+PORTERVILLE+93257+54599+[-119.031549, 36.068636]
CA+POSEY+93260+253+[-118.664286, 35.813496]
CA+GIANT FOREST+93262+132+[-118.772271, 36.573878]
CA+SHAFTER+93263+12270+[-119.280075, 35.496994]
CA+SPRINGVILLE+93265+3374+[-118.796059, 36.136314]
CA+STRATFORD+93266+1135+[-119.823564, 36.178976]
CA+STRATHMORE+93267+4774+[-119.079163, 36.147237]
CA+TAFT+93268+15046+[-119.455674, 35.148164]
CA+TERRA BELLA+93270+5066+[-119.031239, 35.95698]
CA+THREE RIVERS+93271+2245+[-118.88754, 36.437686]
CA+TIPTON+93272+2365+[-119.30781, 36.054567]
CA+TULARE+93274+45567+[-119.33802, 36.202155]
CA+TUPMAN+93276+280+[-119.341994, 35.288547]
CA+VISALIA+93277+51620+[-119.306471, 36.311379]
CA+POND+93280+13589+[-119.344728, 35.593375]
CA+WELDON+93283+2049+[-118.285856, 35.639076]
CA+WOFFORD HEIGHTS+93285+3480+[-118.455877, 35.724556]
CA+WOODLAKE+93286+8421+[-119.091764, 36.431334]
CA+WOODY+93287+72+[-118.843872, 35.70681]
CA+VISALIA+93291+46656+[-119.301029, 36.355108]
CA+BAKERSFIELD+93301+12822+[-119.017063, 35.386611]
CA+BAKERSFIELD+93304+41870+[-119.021793, 35.339581]
CA+COLLEGE HEIGHTS+93305+34046+[-118.982042, 35.387772]
CA+BAKERSFIELD+93306+46699+[-118.939104, 35.386697]
CA+BAKERSFIELD+93307+50585+[-118.983851, 35.327484]
CA+BAKERSFIELD+93308+39454+[-119.043319, 35.424395]
CA+BAKERSFIELD+93309+58179+[-119.062713, 35.33839]
CA+BAKERSFIELD+93311+10321+[-119.105647, 35.303891]
CA+GREENACRES+93312+15935+[-119.15014, 35.382082]
CA+BAKERSFIELD+93313+11417+[-119.050936, 35.297391]
CA+SAN LUIS OBISPO+93401+24638+[-120.650933, 35.263453]
CA+LOS OSOS+93402+14648+[-120.833261, 35.317203]
CA+SAN LUIS OBISPO+93405+31976+[-120.681724, 35.290058]
CA+HALCYON+93420+21992+[-120.57289, 35.11449]
CA+ATASCADERO+93422+27720+[-120.663838, 35.475439]
CA+BRADLEY+93426+862+[-120.972793, 35.809255]
CA+BUELLTON+93427+3883+[-120.192233, 34.62093]
CA+CAMBRIA+93428+5635+[-121.084029, 35.556568]
CA+CAYUCOS+93430+3384+[-120.890791, 35.444606]
CA+CHOLAME+93431+206+[-120.194827, 35.543847]
CA+CRESTON+93432+726+[-120.554238, 35.491543]
CA+GROVER BEACH+93433+11790+[-120.617348, 35.120969]
CA+GUADALUPE+93434+6064+[-120.570329, 34.959989]
CA+LOMPOC+93436+49960+[-120.450605, 34.658349]
CA+LOMPOC+93437+9846+[-120.517096, 34.753215]
CA+MORRO BAY+93442+10475+[-120.844745, 35.37953]
CA+NIPOMO+93444+11070+[-120.489413, 35.029806]
CA+OCEANO+93445+6249+[-120.608044, 35.10187]
CA+ADELAIDE+93446+29255+[-120.670676, 35.635248]
CA+SHELL BEACH+93449+7474+[-120.651788, 35.149212]
CA+SAN ARDO+93450+1684+[-120.861191, 35.985685]
CA+PARKFIELD+93451+1218+[-120.696532, 35.753209]
CA+SAN SIMEON+93452+500+[-121.144033, 35.666815]
CA+CALIFORNIA VALLE+93453+1237+[-120.3202, 35.341254]
CA+SANTA MARIA+93454+60187+[-120.43245, 34.954538]
CA+ORCUTT+93455+32891+[-120.429128, 34.879786]
CA+SANTA YNEZ+93460+5659+[-120.071332, 34.623966]
CA+SHANDON+93461+908+[-120.372047, 35.651273]
CA+BALLARD+93463+8327+[-120.129286, 34.609931]
CA+TEMPLETON+93465+5795+[-120.710737, 35.555082]
CA+MOJAVE+93501+4774+[-118.173475, 35.047767]
CA+CALIFORNIA CITY+93505+6086+[-117.965142, 35.127783]
CA+ACTON+93510+6139+[-118.195929, 34.483541]
CA+BENTON+93512+241+[-118.498526, 37.798099]
CA+BIG PINE+93513+1642+[-118.291597, 37.167857]
CA+TOMS PLACE+93514+14072+[-118.44156, 37.386301]
CA+BORON+93516+2904+[-117.662921, 35.003748]
CA+BRIDGEPORT+93517+697+[-119.208025, 38.256601]
CA+HAVILAH+93518+899+[-118.410264, 35.356798]
CA+CANTIL+93519+222+[-117.993868, 35.282558]
CA+NORTH EDWARDS+93523+8996+[-117.915384, 34.930507]
CA+INDEPENDENCE+93526+889+[-118.204808, 36.839578]
CA+PEARSONVILLE+93527+2633+[-117.834844, 35.674498]
CA+JOHANNESBURG+93528+306+[-117.637325, 35.370655]
CA+JUNE LAKE+93529+609+[-119.082492, 37.777324]
CA+KEENE+93531+455+[-118.607563, 35.237502]
CA+ELIZABETH LAKE+93532+2337+[-118.444719, 34.668297]
CA+LANCASTER+93534+32929+[-118.149129, 34.690888]
CA+HI VISTA+93535+49751+[-118.063245, 34.684751]
CA+QUARTZ HILL+93536+39987+[-118.213336, 34.673619]
CA+LEE VINING+93541+415+[-119.123413, 37.988988]
CA+JUNIPER HILLS+93543+10046+[-117.957405, 34.547372]
CA+CRYSTALAIRE+93544+1204+[-117.798841, 34.495914]
CA+LONE PINE+93545+2257+[-118.057824, 36.579781]
CA+CROWLEY LAKE+93546+4832+[-118.976383, 37.642361]
CA+LAKE LOS ANGELES+93550+71024+[-118.061306, 34.571483]
CA+LEONA VALLEY+93551+20768+[-118.181207, 34.601404]
CA+JUNIPER HILLS+93553+1106+[-117.902893, 34.491124]
CA+RANDSBURG+93554+190+[-117.726396, 35.352176]
CA+CHINA LAKE NWC+93555+34246+[-117.679733, 35.631376]
CA+WILLOW SPRINGS+93560+9898+[-118.19636, 34.863117]
CA+BEAR VALLEY SPRI+93561+24466+[-118.522227, 35.129776]
CA+ARGUS+93562+3189+[-117.382992, 35.760817]
CA+VALYERMO+93563+1456+[-117.8271, 34.339014]
CA+AHWAHNEE+93601+327+[-119.723251, 37.407631]
CA+AUBERRY+93602+3179+[-119.457202, 37.072635]
CA+BASS LAKE+93604+628+[-119.556839, 37.324359]
CA+CANTUA CREEK+93608+1622+[-120.335252, 36.492123]
CA+CARUTHERS+93609+4558+[-119.844581, 36.535847]
CA+CHOWCHILLA+93610+10745+[-120.269077, 37.101371]
CA+CLOVIS+93612+59963+[-119.689757, 36.823146]
CA+COARSEGOLD+93614+6950+[-119.745545, 37.221378]
CA+CUTLER+93615+4901+[-119.287023, 36.524266]
CA+DEL REY+93616+1923+[-119.59291, 36.654306]
CA+DINUBA+93618+20012+[-119.39087, 36.534931]
CA+DOS PALOS+93620+9311+[-120.633348, 37.00253]
CA+DUNLAP+93621+94+[-119.089931, 36.744635]
CA+FIREBAUGH+93622+7435+[-120.470048, 36.8651]
CA+FISH CAMP+93623+132+[-119.642005, 37.51692]
CA+FOWLER+93625+5290+[-119.671025, 36.628153]
CA+FRIANT+93626+871+[-119.696501, 37.002416]
