state+city+zip+pop+loc
MA+FAIRHAVEN+2719+16141+[-70.889608, 41.640924]
MA+FALL RIVER+2720+30600+[-71.139991, 41.718221]
MA+FALL RIVER+2721+26884+[-71.157424, 41.688305]
MA+FALL RIVER+2723+16801+[-71.133214, 41.692612]
MA+FALL RIVER+2724+18141+[-71.174822, 41.684975]
MA+SOMERSET+2725+2528+[-71.177971, 41.722299]
MA+SOMERSET+2726+15117+[-71.149206, 41.756012]
MA+MARION+2738+4496+[-70.761261, 41.709526]
MA+MATTAPOISETT+2739+5850+[-70.816357, 41.661845]
MA+NEW BEDFORD+2740+46426+[-70.9372, 41.634749]
MA+ACUSHNET+2743+9601+[-70.908652, 41.6997]
MA+NEW BEDFORD+2744+13424+[-70.916746, 41.612716]
MA+NEW BEDFORD+2745+23661+[-70.935545, 41.691337]
MA+NEW BEDFORD+2746+16236+[-70.93243, 41.659972]
MA+NORTH DARTMOUTH+2747+16383+[-70.995769, 41.633789]
MA+PADANARAM VILLAG+2748+10980+[-70.956521, 41.591728]
MA+NORTH ATTLEBORO+2760+22289+[-71.329757, 41.977542]
MA+PLAINVILLE+2762+6874+[-71.327454, 42.012403]
MA+NORTH ATTLEBORO+2763+2737+[-71.310353, 41.970979]
MA+NORTH DIGHTON+2764+3779+[-71.148523, 41.852874]
MA+NORTON+2766+14329+[-71.189441, 41.971801]
MA+RAYNHAM+2767+9804+[-71.046856, 41.932361]
MA+REHOBOTH+2769+7762+[-71.254453, 41.85152]
MA+ROCHESTER+2770+3270+[-70.852257, 41.759082]
MA+SEEKONK+2771+13375+[-71.322406, 41.837835]
MA+SWANSEA+2777+15865+[-71.212167, 41.74734]
MA+BERKLEY+2779+4438+[-71.076534, 41.835325]
MA+TAUNTON+2780+44894+[-71.10261, 41.905007]
MA+WESTPORT+2790+14154+[-71.089003, 41.621127]
RI+ASHAWAY+2804+2472+[-71.783745, 41.423054]
RI+BARRINGTON+2806+15849+[-71.317497, 41.744334]
RI+BLOCK ISLAND+2807+836+[-71.574825, 41.171546]
RI+BRADFORD+2808+2184+[-71.746453, 41.411448]
RI+BRISTOL+2809+21625+[-71.267558, 41.68247]
RI+RICHMOND+2812+1011+[-71.650279, 41.46941]
RI+CHARLESTOWN+2813+6663+[-71.661455, 41.400749]
RI+CHEPACHET+2814+8191+[-71.679483, 41.91549]
RI+CLAYVILLE+2815+45+[-71.670589, 41.777762]
RI+COVENTRY+2816+29842+[-71.576794, 41.69143]
RI+WEST GREENWICH+2817+3246+[-71.643549, 41.639977]
RI+EAST GREENWICH+2818+16180+[-71.474009, 41.649777]
RI+EXETER+2822+3774+[-71.607626, 41.574031]
RI+FOSTER+2825+5175+[-71.718748, 41.781455]
RI+GREENE+2827+1241+[-71.735607, 41.706151]
RI+GREENVILLE+2828+6945+[-71.556923, 41.873409]
RI+HARRISVILLE+2830+6384+[-71.653405, 41.976379]
RI+HOPE+2831+3653+[-71.561225, 41.751603]
RI+RICHMOND+2832+3466+[-71.734862, 41.506974]
RI+JAMESTOWN+2835+4999+[-71.376108, 41.516405]
RI+RICHMOND+2836+183+[-71.683992, 41.477694]
RI+LITTLE COMPTON+2837+3341+[-71.161215, 41.52204]
RI+MANVILLE+2838+3259+[-71.474113, 41.96888]
RI+MIDDLETOWN+2840+47687+[-71.30348, 41.504502]
RI+NORTH KINGSTOWN+2852+22325+[-71.462494, 41.589426]
RI+NORTH SCITUATE+2857+9563+[-71.624187, 41.8439]
RI+OAKLAND+2858+462+[-71.642925, 41.963637]
RI+PASCOAG+2859+7156+[-71.709866, 41.962728]
RI+PAWTUCKET+2860+45442+[-71.390713, 41.872873]
RI+PAWTUCKET+2861+27013+[-71.356001, 41.881384]
RI+CENTRAL FALLS+2863+17380+[-71.394527, 41.888263]
RI+CUMBERLAND+2864+29327+[-71.415419, 41.948352]
RI+LINCOLN+2865+14765+[-71.434777, 41.908906]
RI+PORTSMOUTH+2871+16707+[-71.252018, 41.594397]
RI+PRUDENCE ISLAND+2872+150+[-71.311827, 41.613606]
RI+SAUNDERSTOWN+2874+3196+[-71.442693, 41.510528]
RI+SLATERSVILLE+2876+639+[-71.5682, 42.001478]
RI+SLOCUM+2877+1114+[-71.537169, 41.521237]
RI+TIVERTON+2878+14310+[-71.180823, 41.633839]
RI+NARRAGANSETT+2879+13422+[-71.525138, 41.430195]
RI+KINGSTON+2881+7683+[-71.529239, 41.480295]
RI+NARRAGANSETT+2882+13596+[-71.46164, 41.435313]
RI+PEACE DALE+2883+1652+[-71.500057, 41.45157]
RI+WARREN+2885+11385+[-71.270165, 41.725618]
RI+WARWICK+2886+40845+[-71.447591, 41.702601]
RI+WARWICK+2888+20869+[-71.40836, 41.74936]
RI+WARWICK+2889+20849+[-71.390146, 41.714069]
RI+WESTERLY+2891+20290+[-71.812643, 41.369128]
RI+RICHMOND+2892+3943+[-71.599076, 41.506716]
RI+WEST WARWICK+2893+27821+[-71.518349, 41.700433]
RI+WOOD RIVER JUNCT+2894+684+[-71.709512, 41.453771]
RI+NORTH SMITHFIELD+2895+53733+[-71.513683, 41.99948]
RI+RICHMOND+2898+1508+[-71.683973, 41.523362]
RI+PROVIDENCE+2903+9093+[-71.415801, 41.820002]
RI+CENTREDALE+2904+28119+[-71.438102, 41.860461]
RI+CRANSTON+2905+24885+[-71.403146, 41.786568]
RI+PROVIDENCE+2906+31069+[-71.397065, 41.835104]
RI+CRANSTON+2907+25668+[-71.424039, 41.800842]
RI+PROVIDENCE+2908+35933+[-71.437684, 41.838294]
RI+CRANSTON+2909+34261+[-71.448165, 41.816777]
RI+CRANSTON+2910+21128+[-71.438331, 41.776572]
RI+CENTREDALE+2911+13858+[-71.474058, 41.853412]
RI+EAST PROVIDENCE+2914+22965+[-71.368785, 41.813777]
RI+RIVERSIDE+2915+18934+[-71.354244, 41.772313]
RI+RUMFORD+2916+8550+[-71.355938, 41.842472]
RI+SMITHFIELD+2917+12213+[-71.520666, 41.896382]
RI+CRANSTON+2919+26575+[-71.497646, 41.826431]
RI+CRANSTON+2920+37385+[-71.465889, 41.77157]
RI+CRANSTON+2921+6502+[-71.506102, 41.761357]
NH+AMHERST+3031+8998+[-71.607536, 42.856944]
NH+AUBURN+3032+4085+[-71.344892, 42.992529]
NH+BROOKLINE+3033+2410+[-71.666254, 42.738442]
NH+CANDIA+3034+3557+[-71.304857, 43.058514]
NH+CHESTER+3036+2691+[-71.244962, 42.967756]
NH+DEERFIELD+3037+3124+[-71.251264, 43.137756]
NH+DERRY+3038+29556+[-71.301971, 42.887404]
NH+EPPING+3042+6797+[-71.076367, 43.041052]
NH+FRANCESTOWN+3043+1219+[-71.81131, 42.991952]
NH+FREMONT+3044+2677+[-71.121836, 42.984016]
NH+DUNBARTON+3045+9428+[-71.56264, 43.018224]
NH+GREENFIELD+3047+1422+[-71.872755, 42.949277]
NH+MASON+3048+3443+[-71.784487, 42.7489]
NH+HOLLIS+3049+5705+[-71.577206, 42.748513]
NH+HUDSON+3051+26489+[-71.412144, 42.769038]
NH+LONDONDERRY+3053+19687+[-71.37719, 42.865555]
NH+MERRIMACK+3054+21632+[-71.51278, 42.866689]
NH+MILFORD+3055+11795+[-71.660569, 42.828497]
NH+MONT VERNON+3057+1812+[-71.676243, 42.897597]
NH+NASHUA+3060+41438+[-71.466684, 42.756395]
NH+NASHUA+3062+23927+[-71.489282, 42.723472]
NH+NASHUA+3063+14891+[-71.513156, 42.771686]
NH+NEW BOSTON+3070+2701+[-71.686402, 42.97217]
NH+NEW IPSWICH+3071+4014+[-71.870318, 42.751142]
NH+PELHAM+3076+6012+[-71.304551, 42.72881]
NH+RAYMOND+3077+9005+[-71.191159, 43.032512]
NH+SALEM+3079+25746+[-71.21761, 42.78465]
NH+LYNDEBOROUGH+3082+1294+[-71.774373, 42.895449]
NH+TEMPLE+3084+1194+[-71.852347, 42.820035]
NH+WILTON+3086+3122+[-71.754066, 42.836761]
NH+WINDHAM+3087+9000+[-71.306735, 42.805106]
NH+MANCHESTER+3101+2697+[-71.463255, 42.992858]
NH+MANCHESTER+3102+29308+[-71.488433, 42.99442]
NH+MANCHESTER+3103+36613+[-71.449325, 42.965563]
NH+MANCHESTER+3104+29950+[-71.448233, 43.007307]
NH+HOOKSETT+3106+8668+[-71.444446, 43.061708]
NH+MANCHESTER+3109+7884+[-71.413474, 42.971349]
NH+BEDFORD+3110+12468+[-71.52127, 42.940307]
NH+ANDOVER+3216+1638+[-71.782952, 43.428668]
NH+ASHLAND+3217+2056+[-71.612085, 43.703428]
NH+BARNSTEAD+3218+793+[-71.286946, 43.36513]
NH+BELMONT+3220+2997+[-71.488991, 43.451189]
NH+BRADFORD+3221+3273+[-71.985048, 43.294343]
NH+BRISTOL+3222+4288+[-71.750664, 43.611994]
NH+BEEBE RIVER+3223+2802+[-71.636142, 43.888507]
NH+CANTERBURY+3224+2085+[-71.557008, 43.357041]
NH+CENTER BARNSTEAD+3225+2307+[-71.24244, 43.356563]
NH+CENTER HARBOR+3226+470+[-71.47973, 43.710688]
NH+CENTER SANDWICH+3227+615+[-71.450614, 43.816169]
NH+HOPKINTON+3229+6071+[-71.696299, 43.218898]
NH+DANBURY+3230+1098+[-71.869074, 43.5115]
NH+EAST ANDOVER+3231+177+[-71.759606, 43.47766]
NH+EAST HEBRON+3232+47+[-71.767907, 43.696969]
NH+EPSOM+3234+2931+[-71.354576, 43.217398]
NH+FRANKLIN+3235+9780+[-71.649122, 43.442569]
NH+GILMANTON+3237+1308+[-71.412063, 43.417476]
NH+GRAFTON+3240+890+[-71.963389, 43.572743]
NH+HEBRON+3241+657+[-71.82696, 43.718571]
NH+HENNIKER+3242+4151+[-71.815921, 43.179091]
NH+HILL+3243+778+[-71.729168, 43.527422]
NH+HILLSBORO+3244+5246+[-71.902818, 43.120709]
NH+GILFORD+3246+24409+[-71.452907, 43.538713]
NH+LINCOLN+3251+1229+[-71.672707, 44.058159]
NH+MEREDITH+3253+5959+[-71.511327, 43.650208]
NH+MOULTONBOROUGH+3254+3208+[-71.392245, 43.728133]
NH+NEW HAMPTON+3256+1214+[-71.643513, 43.618393]
NH+NEW LONDON+3257+3280+[-71.985674, 43.414501]
NH+NORTH SANDWICH+3259+338+[-71.385025, 43.845182]
NH+NORTHWOOD+3261+3013+[-71.200423, 43.206965]
NH+NORTH WOODSTOCK+3262+1091+[-71.697684, 44.019831]
NH+PITTSFIELD+3263+5806+[-71.33303, 43.287384]
NH+PLYMOUTH+3264+8980+[-71.684714, 43.763524]
NH+RUMNEY+3266+1912+[-71.848019, 43.804389]
NH+SALISBURY+3268+140+[-71.704468, 43.406652]
NH+SANBORNTON+3269+699+[-71.600348, 43.549552]
NH+ALLENSTOWN+3275+11565+[-71.439663, 43.147554]
NH+TILTON+3276+7356+[-71.577413, 43.46033]
NH+WARNER+3278+3265+[-71.835349, 43.303512]
NH+WARREN+3279+886+[-71.89013, 43.944667]
NH+WASHINGTON+3280+628+[-72.082407, 43.174705]
NH+WEARE+3281+7481+[-71.70376, 43.071422]
NH+WENTWORTH+3282+556+[-71.909651, 43.868456]
NH+WEST SPRINGFIELD+3284+788+[-72.057855, 43.491615]
NH+WILMOT FLAT+3287+931+[-71.900983, 43.432177]
NH+NOTTINGHAM+3290+598+[-71.110983, 43.119632]
NH+WEST NOTTINGHAM+3291+27+[-71.111006, 43.133971]
NH+CONCORD+3301+34035+[-71.527734, 43.218525]
NH+BOSCAWEN+3303+12046+[-71.612723, 43.285285]
NH+BOW+3304+5500+[-71.544814, 43.138788]
NH+SURRY+3431+23882+[-72.28954, 42.943127]
NH+ANTRIM+3440+3379+[-71.938698, 43.059547]
NH+ASHUELOT+3441+285+[-72.434899, 42.785057]
NH+BENNINGTON+3442+1236+[-71.91534, 43.010309]
NH+CHESTERFIELD+3443+1455+[-72.487219, 42.900785]
NH+DUBLIN+3444+1474+[-72.050538, 42.897198]
NH+EAST SULLIVAN+3445+169+[-72.191778, 42.994005]
NH+EAST SWANZEY+3446+796+[-72.249298, 42.884137]
NH+FITZWILLIAM+3447+2016+[-72.145014, 42.7611]
NH+GILSUM+3448+745+[-72.263272, 43.043105]
NH+HANCOCK+3449+1526+[-71.981858, 42.976817]
NH+HARRISVILLE+3450+981+[-72.097243, 42.939874]
NH+HINSDALE+3451+3936+[-72.501474, 42.802714]
NH+JAFFREY+3452+5334+[-72.027514, 42.81779]
NH+MARLBOROUGH+3455+1927+[-72.201292, 42.898804]
NH+MARLOW+3456+650+[-72.210879, 43.132585]
NH+MUNSONVILLE+3457+535+[-72.133702, 42.998646]
NH+PETERBOROUGH+3458+5713+[-71.946964, 42.88559]
NH+RINDGE+3461+4968+[-72.019038, 42.754391]
NH+SPOFFORD+3462+1266+[-72.410277, 42.911973]
NH+STODDARD+3464+622+[-72.108811, 43.073944]
NH+TROY+3465+2097+[-72.184753, 42.82697]
NH+WEST CHESTERFIEL+3466+391+[-72.511216, 42.873152]
NH+WESTMORELAND+3467+1596+[-72.435784, 42.968999]
NH+WEST SWANZEY+3469+5440+[-72.297688, 42.870313]
NH+RICHMOND+3470+4625+[-72.363672, 42.773922]
NH+LITTLETON+3561+6663+[-71.776816, 44.311187]
NH+BERLIN+3570+12892+[-71.189236, 44.48107]
NH+BETHLEHEM+3574+1885+[-71.682929, 44.280846]
NH+COLEBROOK+3576+4232+[-71.479341, 44.907776]
NH+ERROL+3579+366+[-71.143612, 44.800273]
NH+FRANCONIA+3580+1090+[-71.751822, 44.205273]
NH+GORHAM+3581+3610+[-71.179983, 44.399601]
NH+GROVETON+3582+2527+[-71.506421, 44.598367]
NH+JEFFERSON+3583+986+[-71.451834, 44.399907]
NH+LANCASTER+3584+3825+[-71.559115, 44.492074]
NH+LISBON+3585+2295+[-71.896565, 44.214837]
NH+MILAN+3588+987+[-71.181031, 44.586968]
NH+NORTH STRATFORD+3590+927+[-71.564368, 44.714915]
NH+PITTSBURG+3592+1104+[-71.363593, 45.086564]
NH+WHITEFIELD+3598+3139+[-71.603453, 44.36811]
NH+ALSTEAD+3602+1721+[-72.328052, 43.126484]
NH+CHARLESTOWN+3603+4678+[-72.40638, 43.257339]
NH+EAST LEMPSTER+3605+323+[-72.166205, 43.21863]
NH+SOUTH ACWORTH+3607+1008+[-72.341053, 43.176942]
NH+WALPOLE+3608+2466+[-72.415489, 43.076533]
NH+NORTH WALPOLE+3609+744+[-72.448253, 43.142759]
NH+BATH+3740+155+[-71.956741, 44.173419]
NH+CANAAN+3741+3065+[-72.029724, 43.660092]
NH+CLAREMONT+3743+14820+[-72.342186, 43.367942]
NH+CORNISH+3745+2275+[-72.339426, 43.496339]
NH+ENFIELD+3748+4118+[-72.127014, 43.625584]
NH+ETNA+3750+944+[-72.212479, 43.711333]
NH+GOSHEN+3752+742+[-72.124117, 43.302623]
NH+GRANTHAM+3753+1247+[-72.133437, 43.510324]
NH+HANOVER+3755+7070+[-72.28496, 43.704532]
NH+HAVERHILL+3765+498+[-72.057276, 44.039438]
NH+LEBANON+3766+9032+[-72.242818, 43.644688]
NH+LYME+3768+2172+[-72.161993, 43.791327]
NH+MERIDEN+3770+126+[-72.275644, 43.529873]
NH+MONROE+3771+760+[-72.025028, 44.273358]
NH+NEWPORT+3773+8073+[-72.183789, 43.353228]
NH+NORTH HAVERHILL+3774+1744+[-72.019112, 44.097841]
NH+ORFORD+3777+1008+[-72.097846, 43.894101]
NH+PIERMONT+3779+431+[-72.081299, 43.990572]
NH+PIKE+3780+751+[-72.009587, 44.025511]
NH+PLAINFIELD+3781+1314+[-72.270398, 43.551919]
NH+SUNAPEE+3782+2570+[-72.095044, 43.386816]
NH+WEST LEBANON+3784+3784+[-72.300735, 43.64401]
NH+WOODSVILLE+3785+2292+[-71.989215, 44.138549]
NH+NEWINGTON+3801+27430+[-70.780412, 43.066524]
NH+ALTON+3809+2939+[-71.229709, 43.46302]
NH+ALTON BAY+3810+157+[-71.24888, 43.484468]
NH+ATKINSON+3811+5145+[-71.1603, 42.836981]
NH+BARTLETT+3812+1379+[-71.2491, 44.08656]
NH+CENTER CONWAY+3813+2394+[-71.060677, 43.98776]
NH+CENTER OSSIPEE+3814+2492+[-71.134882, 43.768189]
NH+CENTER STRAFFORD+3815+436+[-71.107122, 43.262888]
NH+CENTER TUFTONBOR+3816+885+[-71.265059, 43.690205]
NH+CHOCORUA+3817+70+[-71.240716, 43.890851]
NH+CONWAY+3818+1875+[-71.15028, 43.974161]
NH+DANVILLE+3819+2471+[-71.120985, 42.923432]
NH+MADBURY+3820+27182+[-70.884881, 43.190006]
NH+LEE+3824+15487+[-70.952333, 43.133821]
NH+BARRINGTON+3825+5842+[-71.037675, 43.2027]
NH+EAST HAMPSTEAD+3826+1880+[-71.127978, 42.887656]
NH+SOUTH HAMPTON+3827+3197+[-70.976904, 42.911289]
NH+EAST WAKEFIELD+3830+675+[-71.007712, 43.641022]
NH+BRENTWOOD+3833+14374+[-70.964306, 42.977169]
NH+FARMINGTON+3835+4676+[-71.064693, 43.388373]
NH+FREEDOM+3836+935+[-71.062815, 43.817242]
NH+GILMANTON IRON W+3837+1301+[-71.330315, 43.425281]
NH+GLEN+3838+84+[-71.192457, 44.101777]
NH+GONIC+3839+4474+[-70.976642, 43.268374]
NH+GREENLAND+3840+2450+[-70.847476, 43.035294]
NH+HAMPSTEAD+3841+5291+[-71.175802, 42.881957]
NH+HAMPTON+3842+12278+[-70.824336, 42.935883]
NH+HAMPTON FALLS+3844+1503+[-70.887608, 42.926323]
NH+INTERVALE+3845+1811+[-71.119415, 44.095479]
NH+JACKSON+3846+689+[-71.187808, 44.166989]
NH+KINGSTON+3848+6111+[-71.063914, 42.913258]
NH+MADISON+3849+1669+[-71.125412, 43.915206]
NH+MILTON MILLS+3852+514+[-70.969729, 43.502494]
NH+MIRROR LAKE+3853+696+[-71.272858, 43.636552]
NH+NEW CASTLE+3854+840+[-70.719922, 43.068114]
NH+NEW DURHAM+3855+2148+[-71.140828, 43.443045]
NH+NEWMARKET+3857+9049+[-70.955317, 43.072628]
NH+NEWTON+3858+2944+[-71.042021, 42.867805]
NH+NORTH CONWAY+3860+3458+[-71.123811, 44.033613]
NH+NORTH HAMPTON+3862+3637+[-70.826738, 42.977625]
NH+OSSIPEE+3864+1490+[-71.112873, 43.694506]
NH+PLAISTOW+3865+7124+[-71.093397, 42.835551]
NH+ROCHESTER+3867+3793+[-71.055753, 43.309203]
NH+EAST ROCHESTER+3868+20616+[-70.968581, 43.31256]
NH+ROLLINSFORD+3869+2395+[-70.833207, 43.226936]
NH+RYE+3870+4415+[-70.765153, 43.009468]
NH+SANBORNVILLE+3872+2382+[-71.020005, 43.551277999999996]
NH+SANDOWN+3873+4060+[-71.18606, 42.930819]
NH+SEABROOK+3874+6503+[-70.86464, 42.88536]
NH+SILVER LAKE+3875+640+[-71.190501, 43.878974]
NH+SOMERSWORTH+3878+11170+[-70.875589, 43.252546]
NH+SOUTH EFFINGHAM+3882+201+[-71.002109, 43.721216]
NH+SOUTH TAMWORTH+3883+188+[-71.311654, 43.833613]
NH+STRAFFORD+3884+1618+[-71.162475, 43.250575]
NH+STRATHAM+3885+4967+[-70.899714, 43.019432]
NH+TAMWORTH+3886+1285+[-71.264454, 43.862049]
NH+UNION+3887+4229+[-71.020857, 43.4382]
NH+WEST OSSIPEE+3890+362+[-71.205141, 43.835956]
NH+WOLFEBORO+3894+5586+[-71.190843, 43.594996]
ME+BERWICK+3901+5942+[-70.855038, 43.28992]
ME+CAPE NEDDICK+3902+953+[-70.639685, 43.213318]
ME+ELIOT+3903+6506+[-70.782216, 43.130943]
ME+KITTERY+3904+3537+[-70.742876, 43.092128]
ME+KITTERY POINT+3905+4589+[-70.712108, 43.097571]
ME+NORTH BERWICK+3906+6465+[-70.721173, 43.325401]
ME+OGUNQUIT+3907+852+[-70.597176, 43.228457]
ME+SOUTH BERWICK+3908+5982+[-70.785949, 43.229201]
ME+YORK+3909+8477+[-70.657826, 43.154447]
ME+ACTON+4001+767+[-70.930687, 43.549405]
ME+ALFRED+4002+4730+[-70.696087, 43.487503]
ME+BAILEY ISLAND+4003+464+[-69.995175, 43.734147]
ME+ARUNDEL+4005+23646+[-70.471928, 43.483647]
ME+BIDDEFORD POOL+4006+269+[-70.352024, 43.442722]
ME+BOWDOINHAM+4008+4328+[-69.918849, 44.036806]
ME+BRIDGTON+4009+3980+[-70.724081, 44.052049]
ME+BROWNFIELD+4010+1148+[-70.903225, 43.971316]
ME+BIRCH ISLAND+4011+22557+[-69.955469, 43.897591]
ME+BUSTINS ISLAND+4013+0+[-70.042247, 43.79602]
ME+CASCO+4015+3010+[-70.526013, 43.959623]
ME+CENTER LOVELL+4016+148+[-70.883618, 44.168139]
ME+CHEBEAGUE ISLAND+4017+337+[-70.116878, 43.735363]
ME+CLIFF ISLAND+4019+87+[-70.107097, 43.695547]
ME+CORNISH+4020+1736+[-70.778433, 43.779612]
ME+CUMBERLAND CENTE+4021+8544+[-70.2484, 43.809818]
ME+DENMARK+4022+679+[-70.792409, 43.975499]
ME+EAST BALDWIN+4024+976+[-70.692159, 43.864604]
ME+WEST LEBANON+4027+5224+[-70.910986, 43.410304]
ME+NORTH SEBAGO+4029+597+[-70.633865, 43.882247]
ME+EAST WATERBORO+4030+1153+[-70.690626, 43.599537]
ME+FREEPORT+4032+8081+[-70.113854, 43.851093]
ME+FRYEBURG+4037+2551+[-70.966841, 44.031278]
ME+GORHAM+4038+13642+[-70.467968, 43.684329]
ME+GRAY+4039+5383+[-70.342939, 43.894202]
ME+HARRISON+4040+2274+[-70.653855, 44.107099]
ME+HIRAM+4041+1905+[-70.853076, 43.862217]
ME+HOLLIS CENTER+4042+2243+[-70.605074, 43.594578]
ME+KENNEBUNK+4043+7826+[-70.547802, 43.388055]
ME+KENNEBUNKPORT+4046+5220+[-70.472867, 43.392288]
ME+KEZAR FALLS+4047+852+[-70.892717, 43.785361]
ME+LIMERICK+4048+2982+[-70.786556, 43.696265]
ME+LIMINGTON+4049+776+[-70.675178, 43.726031]
ME+LONG ISLAND+4050+201+[-70.15509, 43.692014]
ME+LOVELL+4051+763+[-70.929951, 44.161404]
ME+MEREPOINT+4053+269+[-70.00347, 43.843496]
ME+NAPLES+4055+2868+[-70.598754, 43.968121]
ME+NORTH FRYEBURG+4058+185+[-70.981286, 44.132936]
ME+NORTH SHAPLEIGH+4060+302+[-70.874392, 43.583458]
ME+NORTH WATERBORO+4061+1516+[-70.729799, 43.639976]
ME+WINDHAM+4062+13482+[-70.414281, 43.795771]
ME+OLD ORCHARD BEAC+4064+8451+[-70.392053, 43.517449]
ME+ORRS ISLAND+4066+861+[-69.966793, 43.77267]
ME+PORTER+4068+985+[-70.924266, 43.826216]
ME+POWNAL+4069+1690+[-70.195497, 43.890042]
ME+RAYMOND+4071+3516+[-70.449834, 43.921917]
ME+SACO+4072+16192+[-70.454632, 43.520946]
ME+SANFORD+4073+15723+[-70.758479, 43.428541]
ME+SCARBOROUGH+4074+12550+[-70.345668, 43.583476]
ME+SEBAGO LAKE+4075+4141+[-70.573454, 43.758355]
ME+SHAPLEIGH+4076+314+[-70.828619, 43.567353]
ME+SOUTH CASCO+4077+250+[-70.512938, 43.876736]
ME+SOUTH HARPSWELL+4079+1767+[-69.993709, 43.781932]
ME+SOUTH WATERFORD+4081+439+[-70.792061, 44.151256]
ME+SPRINGVALE+4083+5472+[-70.806445, 43.471499]
ME+STANDISH+4084+1592+[-70.480657, 43.814211]
ME+STEEP FALLS+4085+2060+[-70.645627, 43.757137]
ME+PEJEPSCOT+4086+8535+[-69.964479, 43.941286]
ME+WATERBORO+4087+1797+[-70.743115, 43.566097]
ME+WELLS+4090+5590+[-70.596883, 43.314352]
ME+WEST BALDWIN+4091+770+[-70.749015, 43.829873]
ME+WESTBROOK+4092+16121+[-70.358033, 43.684268]
ME+WEST BUXTON+4093+4910+[-70.601546, 43.661586]
ME+MAPLEWOOD+4095+1126+[-70.913476, 43.643417]
ME+YARMOUTH+4096+3068+[-70.174958, 43.800933]
ME+PORTLAND+4101+17147+[-70.258864, 43.660564]
ME+PORTLAND+4102+17660+[-70.28981, 43.660168]
ME+PORTLAND+4103+28461+[-70.2876, 43.687568]
ME+FALMOUTH+4105+7609+[-70.26253, 43.734038]
ME+SOUTH PORTLAND+4106+23131+[-70.270878, 43.631847]
ME+CAPE ELIZABETH+4107+8854+[-70.230099, 43.601735]
ME+PEAKS ISLAND+4108+775+[-70.194017, 43.658921]
ME+CUSHING ISLAND+4109+28+[-70.202201, 43.674971]
ME+CUMBERLAND FORES+4110+2879+[-70.188333, 43.774485]
ME+AUBURN+4210+24160+[-70.238978, 44.094785]
ME+ANDOVER+4216+878+[-70.79666, 44.663703]
ME+BETHEL+4217+2775+[-70.803685, 44.416176]
ME+BRYANT POND+4219+1563+[-70.643468, 44.395714]
ME+BUCKFIELD+4220+1551+[-70.368293, 44.287676]
ME+CANTON+4221+1673+[-70.321719, 44.418894]
ME+DANVILLE+4223+1086+[-70.272055, 44.036528]
ME+DIXFIELD+4224+3032+[-70.424099, 44.554799]
ME+DRYDEN+4225+4520+[-70.223962, 44.600218]
ME+EAST ANDOVER+4226+154+[-70.729555, 44.603011]
ME+EAST LIVERMORE+4228+560+[-70.130334, 44.399402]
ME+EAST STONEHAM+4231+429+[-70.852936, 44.238201]
ME+FRYE+4235+28+[-70.565319, 44.599482]
ME+GREENE+4236+3661+[-70.145532, 44.189059]
ME+HANOVER+4237+272+[-70.716735, 44.495875]
ME+HEBRON+4238+826+[-70.375369, 44.202136]
ME+JAY+4239+4631+[-70.209883, 44.515994]
ME+LEWISTON+4240+40173+[-70.191619, 44.098538]
ME+LISBON+4250+3633+[-70.113933, 44.025511]
ME+LISBON FALLS+4252+8095+[-70.073375, 43.997759]
ME+LIVERMORE FALLS+4254+4845+[-70.193614, 44.445756]
ME+MECHANIC FALLS+4256+6247+[-70.368206, 44.099957]
ME+MEXICO+4257+3316+[-70.535797, 44.562776]
ME+MONMOUTH+4259+1838+[-70.02627, 44.22083]
ME+NEW GLOUCESTER+4260+3916+[-70.297381, 43.960835]
ME+NEWRY+4261+300+[-70.792611, 44.407937]
ME+LEEDS+4263+1669+[-70.125277, 44.28343]
ME+NORTH MONMOUTH+4265+616+[-70.036686, 44.275328]
ME+NORTH TURNER+4266+953+[-70.256147, 44.335031]
ME+NORTH WATERFORD+4267+1168+[-70.717393, 44.206511]
ME+NORWAY+4268+5258+[-70.560135, 44.212654]
ME+OXFORD+4270+2822+[-70.509799, 44.11183]
ME+POLAND+4273+179+[-70.411819, 44.059187]
ME+POLAND SPRING+4274+1375+[-70.379664, 44.021162]
ME+ROXBURY+4275+548+[-70.609188, 44.65657]
ME+RUMFORD+4276+7035+[-70.564475, 44.543446]
ME+RUMFORD CENTER+4278+92+[-70.700058, 44.592334]
ME+RUMFORD POINT+4279+36+[-70.700276, 44.557104]
ME+SABATTUS+4280+4809+[-70.074792, 44.113269]
ME+SOUTH PARIS+4281+6054+[-70.501179, 44.216674]
ME+TURNER+4282+3365+[-70.249444, 44.255669]
ME+WAYNE+4284+546+[-70.0712, 44.349283]
ME+WELD+4285+430+[-70.4249, 44.701624]
ME+WEST PARIS+4289+2149+[-70.573167, 44.32527]
ME+PERU+4290+1541+[-70.443459, 44.494408]
ME+WEST POLAND+4291+733+[-70.450166, 44.047167]
ME+WEST SUMNER+4292+761+[-70.432314, 44.372804]
ME+WILTON+4294+227+[-70.296064, 44.59107]
ME+AUGUSTA+4330+25195+[-69.766548, 44.323228]
ME+COOPERS MILLS+4341+1082+[-69.507672, 44.258823]
ME+DRESDEN+4342+1336+[-69.745726, 44.078507]
ME+FARMINGDALE+4344+2917+[-69.791313, 44.25233]
ME+GARDINER+4345+8387+[-69.785774, 44.207029]
